post_id,user_id,content_type,text_length,hashtag_count,hashtags,likes,shares,comments,post_time,hour_of_day,day_of_week,follower_count,is_verified,engagement_rate,sentiment_score,sentiment_label
POST_005461,user_01994,image,430,2,#fashion|#nature,1,0,0,2025-05-09 11:59:02,11,Friday,5,False,0.2,0.718,positive
POST_005462,user_00243,image,80,0,,9,0,0,2025-05-08 11:59:02,11,Thursday,272,False,0.0331,0.973,positive
POST_005463,user_04831,text,40,1,#music,0,0,0,2025-05-22 11:59:02,11,Thursday,45,False,0.0,0.694,positive
POST_005464,user_02495,image,1180,2,#photography|#sports,7,1,1,2025-07-07 11:59:02,11,Monday,155,False,0.0581,0.807,positive
POST_005465,user_03684,text,400,1,#nature,7,4,0,2025-06-02 11:59:02,11,Monday,666,False,0.0165,0.732,positive
POST_005466,user_02642,image,300,1,#nature,2,0,0,2025-04-22 11:59:02,11,Tuesday,22,False,0.0909,0.634,positive
POST_005467,user_02383,video,840,1,#nature,0,0,0,2025-04-04 11:59:02,11,Friday,8,False,0.0,0.731,positive
POST_005468,user_01671,text,1180,3,#food|#life|#photography,1,0,0,2025-08-18 11:59:02,11,Monday,75,False,0.0133,0.753,positive
POST_005469,user_01501,text,340,2,#photography|#news,0,0,0,2025-07-13 11:59:02,11,Sunday,143,False,0.0,0.766,positive
POST_005470,user_02391,text,410,3,#nature|#news|#sports,3,0,0,2025-04-26 11:59:02,11,Saturday,110,False,0.0273,0.703,positive
POST_005471,user_02313,text,180,2,#nature|#life,7,2,0,2025-05-13 11:59:02,11,Tuesday,904,False,0.01,0.695,positive
POST_005472,user_01624,image,290,1,#music,1,0,0,2025-04-21 11:59:02,11,Monday,88,False,0.0114,0.892,positive
POST_005473,user_01393,text,790,1,#art,2,0,0,2025-09-20 11:59:02,11,Saturday,140,False,0.0143,0.358,negative
POST_005474,user_00804,video,110,2,#art|#sports,1,0,0,2025-07-25 11:59:02,11,Friday,47,False,0.0213,0.728,positive
POST_005475,user_00727,text,540,1,#tech,2,0,0,2025-04-08 11:59:02,11,Tuesday,71,False,0.0282,0.903,positive
POST_005476,user_03393,text,1290,2,#music|#nature,2,0,0,2025-06-11 11:59:02,11,Wednesday,87,False,0.023,0.633,positive
POST_005477,user_00647,text,900,1,#life,0,0,0,2025-04-20 11:59:02,11,Sunday,126,False,0.0,0.921,positive
POST_005478,user_02355,text,140,3,#life|#fashion|#tech,1,0,0,2025-09-10 11:59:02,11,Wednesday,189,False,0.0053,0.598,neutral
POST_005479,user_02090,text,220,0,,14,0,1,2025-07-20 11:59:02,11,Sunday,1335,False,0.0112,0.735,positive
POST_005480,user_04813,image,900,0,,0,0,0,2025-04-03 11:59:02,11,Thursday,10,False,0.0,0.399,negative
POST_005481,user_00052,video,20,0,,0,0,0,2025-09-13 11:59:02,11,Saturday,0,False,0.0,0.799,positive
POST_005482,user_01739,video,270,3,#work|#photography|#nature,4,1,0,2025-08-02 11:59:02,11,Saturday,114,False,0.0439,0.763,positive
POST_005483,user_02022,text,220,2,#food|#sports,0,0,0,2025-04-04 11:59:02,11,Friday,8,False,0.0,0.548,neutral
POST_005484,user_01229,image,380,3,#food|#sports|#life,3,0,0,2025-09-15 11:59:02,11,Monday,96,False,0.0312,0.887,positive
POST_005485,user_01288,image,140,1,#life,5,0,0,2025-08-11 11:59:02,11,Monday,89,False,0.0562,0.802,positive
POST_005486,user_02321,text,360,3,#fashion|#food|#art,3,0,0,2025-06-26 11:59:02,11,Thursday,69,False,0.0435,0.749,positive
POST_005487,user_04641,image,100,2,#art|#food,0,0,0,2025-04-27 11:59:02,11,Sunday,24,False,0.0,0.841,positive
POST_005488,user_04421,link,150,1,#work,0,0,0,2025-07-07 11:59:02,11,Monday,25,False,0.0,0.577,neutral
POST_005489,user_03239,image,80,1,#gaming,0,0,0,2025-05-02 11:59:02,11,Friday,6,False,0.0,0.528,neutral
POST_005490,user_03430,link,870,1,#photography,11,3,1,2025-07-13 11:59:02,11,Sunday,1120,False,0.0134,0.84,positive
POST_005491,user_01071,video,580,1,#photography,1,0,0,2025-09-07 11:59:02,11,Sunday,13,False,0.0769,0.931,positive
POST_005492,user_00070,video,10,4,#fun|#photography|#music|#news,43,8,0,2025-05-07 11:59:02,11,Wednesday,948,False,0.0538,0.881,positive
POST_005493,user_04427,link,330,2,#life|#art,2,0,0,2025-09-21 11:59:02,11,Sunday,590,False,0.0034,0.671,positive
POST_005494,user_00895,video,10,2,#nature|#fashion,0,0,0,2025-04-19 11:59:02,11,Saturday,10,False,0.0,0.418,neutral
POST_005495,user_04238,link,300,1,#news,0,0,0,2025-09-10 11:59:02,11,Wednesday,26,False,0.0,0.819,positive
POST_005496,user_03008,image,980,2,#travel|#news,1,0,0,2025-08-08 11:59:02,11,Friday,19,False,0.0526,0.654,positive
POST_005497,user_00435,image,260,2,#music|#work,1,0,0,2025-07-17 11:59:02,11,Thursday,19,False,0.0526,0.769,positive
POST_005498,user_03742,image,1200,0,,0,0,0,2025-09-02 11:59:02,11,Tuesday,19,False,0.0,0.582,neutral
POST_005499,user_02167,image,40,0,,0,0,0,2025-05-07 11:59:02,11,Wednesday,38,False,0.0,0.912,positive
POST_005500,user_00113,link,1650,0,,1,0,0,2025-09-25 11:59:02,11,Thursday,96,False,0.0104,0.826,positive
POST_005501,user_02986,text,30,0,,0,0,0,2025-07-11 11:59:02,11,Friday,93,False,0.0,0.78,positive
POST_005502,user_01980,text,70,0,,3,0,0,2025-07-06 11:59:02,11,Sunday,139,False,0.0216,0.87,positive
POST_005503,user_02473,image,540,0,,0,0,0,2025-06-22 11:59:02,11,Sunday,0,False,0.0,0.821,positive
POST_005504,user_04186,link,2900,2,#gaming|#food,0,0,0,2025-04-02 11:59:02,11,Wednesday,3,False,0.0,0.742,positive
POST_005505,user_04156,text,200,1,#music,0,0,0,2025-07-07 11:59:02,11,Monday,83,False,0.0,0.592,neutral
POST_005506,user_03257,text,90,0,,0,0,0,2025-08-14 11:59:02,11,Thursday,7,False,0.0,0.506,neutral
POST_005507,user_01627,text,280,2,#music|#photography,1,0,0,2025-09-03 11:59:02,11,Wednesday,181,True,0.0055,0.606,positive
POST_005508,user_04530,text,810,1,#travel,4,1,0,2025-08-28 11:59:02,11,Thursday,213,False,0.0235,0.63,positive
POST_005509,user_02813,link,150,2,#travel|#sports,0,0,0,2025-04-11 11:59:02,11,Friday,52,False,0.0,0.712,positive
POST_005510,user_02271,image,380,2,#sports|#photography,34,9,0,2025-08-06 11:59:02,11,Wednesday,1267,False,0.0339,0.968,positive
POST_005511,user_02359,text,480,0,,1,0,0,2025-08-17 11:59:02,11,Sunday,71,False,0.0141,0.575,neutral
POST_005512,user_04513,text,110,0,,0,0,0,2025-04-06 11:59:02,11,Sunday,15,False,0.0,0.534,neutral
POST_005513,user_01287,video,110,2,#music|#sports,3,0,0,2025-07-31 11:59:02,11,Thursday,58,False,0.0517,0.586,neutral
POST_005514,user_00174,text,810,0,,0,0,0,2025-04-28 11:59:02,11,Monday,5,False,0.0,0.875,positive
POST_005515,user_01133,video,430,1,#work,12,1,0,2025-06-06 11:59:02,11,Friday,291,False,0.0447,0.765,positive
POST_005516,user_04741,text,1120,0,,1,0,0,2025-04-23 11:59:02,11,Wednesday,117,False,0.0085,0.917,positive
POST_005517,user_02291,image,490,1,#travel,0,0,0,2025-07-02 11:59:02,11,Wednesday,71,False,0.0,0.507,neutral
POST_005518,user_04789,video,10,3,#nature|#work|#photography,0,0,0,2025-05-22 11:59:02,11,Thursday,14,False,0.0,0.768,positive
POST_005519,user_02371,link,260,3,#life|#fashion|#gaming,1,0,0,2025-08-28 11:59:02,11,Thursday,44,False,0.0227,0.767,positive
POST_005520,user_02041,video,330,2,#music|#fun,1,0,0,2025-07-11 11:59:02,11,Friday,9,False,0.1111,0.845,positive
POST_005521,user_04434,image,310,1,#work,2,0,0,2025-09-02 11:59:02,11,Tuesday,176,False,0.0114,0.758,positive
POST_005522,user_02700,image,860,3,#photography|#art|#news,2,0,0,2025-09-26 11:59:02,11,Friday,98,False,0.0204,0.541,neutral
POST_005523,user_03583,image,720,2,#gaming|#news,3,0,0,2025-08-22 11:59:02,11,Friday,185,False,0.0162,0.884,positive
POST_005524,user_04723,video,800,2,#food|#sports,6,0,0,2025-07-28 11:59:02,11,Monday,203,False,0.0296,0.877,positive
POST_005525,user_03862,image,150,0,,22,1,2,2025-05-15 11:59:02,11,Thursday,680,False,0.0368,0.91,positive
POST_005526,user_02226,image,20,2,#travel|#art,0,0,0,2025-04-23 11:59:02,11,Wednesday,11,False,0.0,0.911,positive
POST_005527,user_03471,text,1330,3,#sports|#life|#music,33,10,0,2025-05-04 11:59:02,11,Sunday,3695,False,0.0116,0.739,positive
POST_005528,user_04126,text,230,0,,5,0,0,2025-08-03 11:59:02,11,Sunday,249,False,0.0201,0.941,positive
POST_005529,user_00456,video,820,1,#food,5,0,0,2025-08-24 11:59:02,11,Sunday,204,False,0.0245,0.811,positive
POST_005530,user_04437,text,440,1,#photography,0,0,0,2025-09-12 11:59:02,11,Friday,19,False,0.0,0.903,positive
POST_005531,user_01818,text,290,1,#nature,0,0,0,2025-09-09 11:59:02,11,Tuesday,5,False,0.0,0.774,positive
POST_005532,user_01459,image,1010,3,#travel|#music|#work,0,0,0,2025-06-10 11:59:02,11,Tuesday,68,False,0.0,0.888,positive
POST_005533,user_02342,text,680,1,#sports,0,0,0,2025-04-13 11:59:02,11,Sunday,7,False,0.0,0.512,neutral
POST_005534,user_00247,image,180,0,,19,1,1,2025-07-25 11:59:02,11,Friday,1050,False,0.02,0.755,positive
POST_005535,user_04701,video,340,2,#music|#art,1,0,0,2025-06-01 11:59:02,11,Sunday,24,False,0.0417,0.519,neutral
POST_005536,user_04367,image,170,2,#work|#gaming,2,0,0,2025-09-11 11:59:02,11,Thursday,110,False,0.0182,0.539,neutral
POST_005537,user_04085,image,400,4,#sports|#gaming|#food|#travel,82,14,5,2025-06-29 11:59:02,11,Sunday,2933,False,0.0344,0.784,positive
POST_005538,user_04613,link,990,4,#work|#travel|#gaming|#tech,0,0,0,2025-04-17 11:59:02,11,Thursday,5,False,0.0,0.55,neutral
POST_005539,user_00087,image,2680,1,#art,2,0,0,2025-06-26 11:59:02,11,Thursday,40,False,0.05,0.617,positive
POST_005540,user_02145,image,970,0,,0,0,0,2025-06-10 11:59:02,11,Tuesday,20,False,0.0,0.672,positive
POST_005541,user_04426,text,330,2,#life|#fitness,2,0,0,2025-05-22 11:59:02,11,Thursday,303,False,0.0066,0.369,negative
POST_005542,user_03190,text,240,0,,0,0,0,2025-07-04 11:59:02,11,Friday,65,False,0.0,0.582,neutral
POST_005543,user_03640,image,1120,3,#news|#fashion|#nature,6,0,0,2025-09-14 11:59:02,11,Sunday,332,False,0.0181,0.883,positive
POST_005544,user_03740,text,50,3,#food|#art|#news,1,0,0,2025-09-10 11:59:02,11,Wednesday,142,False,0.007,0.386,negative
POST_005545,user_02277,image,260,2,#food|#fashion,1,0,0,2025-05-11 11:59:02,11,Sunday,51,False,0.0196,0.712,positive
POST_005546,user_02328,text,160,0,,0,0,0,2025-06-14 11:59:02,11,Saturday,19,False,0.0,0.718,positive
POST_005547,user_00562,video,180,2,#art|#food,178,55,13,2025-04-10 11:59:02,11,Thursday,4334,False,0.0568,0.792,positive
POST_005548,user_03373,image,220,5,#travel|#news|#gaming|#fun|#art,1,0,0,2025-08-22 11:59:02,11,Friday,53,False,0.0189,0.912,positive
POST_005549,user_02449,video,500,1,#travel,107,29,4,2025-08-16 11:59:02,11,Saturday,2857,False,0.049,0.685,positive
POST_005550,user_01857,text,330,1,#fun,0,0,0,2025-08-16 11:59:02,11,Saturday,69,False,0.0,0.746,positive
POST_005551,user_00674,image,840,1,#gaming,4,0,0,2025-08-15 11:59:02,11,Friday,223,False,0.0179,0.482,neutral
POST_005552,user_03721,text,80,4,#art|#news|#tech|#nature,0,0,0,2025-05-19 11:59:02,11,Monday,224,False,0.0,0.819,positive
POST_005553,user_02045,video,1200,2,#gaming|#tech,1,0,0,2025-05-14 11:59:02,11,Wednesday,26,False,0.0385,0.712,positive
POST_005554,user_03106,text,130,0,,6,0,0,2025-09-15 11:59:02,11,Monday,191,False,0.0314,0.42,neutral
POST_005555,user_04532,image,170,1,#gaming,13,1,0,2025-06-29 11:59:02,11,Sunday,299,False,0.0468,0.654,positive
POST_005556,user_03672,text,320,0,,9,3,0,2025-05-02 11:59:02,11,Friday,572,False,0.021,0.63,positive
POST_005557,user_04947,image,300,2,#food|#news,5,0,0,2025-06-25 11:59:02,11,Wednesday,202,False,0.0248,0.89,positive
POST_005558,user_00539,image,90,3,#travel|#life|#gaming,9,0,0,2025-05-14 11:59:02,11,Wednesday,321,False,0.028,0.771,positive
POST_005559,user_04416,text,120,3,#work|#gaming|#fun,1,0,0,2025-08-15 11:59:02,11,Friday,131,False,0.0076,0.75,positive
POST_005560,user_02984,text,340,1,#life,3,0,0,2025-04-26 11:59:02,11,Saturday,395,False,0.0076,0.629,positive
POST_005561,user_04401,video,620,0,,1,0,0,2025-06-22 11:59:02,11,Sunday,14,False,0.0714,0.846,positive
POST_005562,user_04279,text,170,4,#gaming|#travel|#news|#food,0,0,0,2025-04-18 11:59:02,11,Friday,230,False,0.0,0.692,positive
POST_005563,user_00726,video,560,2,#food|#work,4,0,0,2025-06-21 11:59:02,11,Saturday,93,False,0.043,0.778,positive
POST_005564,user_00890,text,1610,2,#music|#news,1,0,0,2025-05-10 11:59:02,11,Saturday,118,False,0.0085,0.907,positive
POST_005565,user_01496,text,480,0,,2,0,0,2025-09-08 11:59:02,11,Monday,200,False,0.01,0.655,positive
POST_005566,user_00648,video,1150,2,#art|#nature,1,0,0,2025-09-19 11:59:02,11,Friday,10,False,0.1,0.927,positive
POST_005567,user_03755,link,510,3,#photography|#fun|#news,2,0,0,2025-07-27 11:59:02,11,Sunday,330,False,0.0061,0.675,positive
POST_005568,user_00476,text,1170,0,,0,0,0,2025-04-30 11:59:02,11,Wednesday,6,False,0.0,0.628,positive
POST_005569,user_01578,text,650,2,#tech|#life,0,0,0,2025-07-12 11:59:02,11,Saturday,7,False,0.0,0.754,positive
POST_005570,user_04890,video,730,2,#music|#fitness,0,0,0,2025-07-15 11:59:02,11,Tuesday,11,False,0.0,0.834,positive
POST_005571,user_00641,video,1050,1,#sports,3,0,0,2025-05-30 11:59:02,11,Friday,143,False,0.021,0.779,positive
POST_005572,user_01614,text,800,1,#work,9,1,0,2025-06-27 11:59:02,11,Friday,504,False,0.0198,0.766,positive
POST_005573,user_02317,text,470,1,#fitness,2,0,0,2025-05-12 11:59:02,11,Monday,141,False,0.0142,0.744,positive
POST_005574,user_00856,text,70,1,#sports,2,0,0,2025-05-07 11:59:02,11,Wednesday,10,False,0.2,0.863,positive
POST_005575,user_00791,text,150,2,#travel|#art,0,0,0,2025-05-08 11:59:02,11,Thursday,80,False,0.0,0.7,positive
POST_005576,user_00727,video,30,4,#work|#gaming|#fashion|#nature,3,0,0,2025-07-18 11:59:02,11,Friday,71,False,0.0423,0.437,neutral
POST_005577,user_02033,image,110,0,,0,0,0,2025-07-19 11:59:02,11,Saturday,35,False,0.0,0.936,positive
POST_005578,user_04015,video,210,2,#news|#tech,1,0,0,2025-06-08 11:59:02,11,Sunday,36,False,0.0278,0.481,neutral
POST_005579,user_03814,link,760,1,#fun,0,0,0,2025-04-25 11:59:02,11,Friday,9,True,0.0,0.779,positive
POST_005580,user_04997,video,80,1,#gaming,2,0,0,2025-08-11 11:59:02,11,Monday,97,False,0.0206,0.781,positive
POST_005581,user_03019,image,360,1,#travel,9,0,0,2025-09-19 11:59:02,11,Friday,299,False,0.0301,0.734,positive
POST_005582,user_00000,video,910,1,#work,1,0,0,2025-07-21 11:59:02,11,Monday,23,False,0.0435,0.867,positive
POST_005583,user_03911,text,950,1,#fashion,0,0,0,2025-04-04 11:59:02,11,Friday,20,False,0.0,0.639,positive
POST_005584,user_00537,image,520,2,#music|#photography,4,2,0,2025-09-21 11:59:02,11,Sunday,221,False,0.0271,0.796,positive
POST_005585,user_00820,text,190,0,,3,0,0,2025-06-07 11:59:02,11,Saturday,702,False,0.0043,0.613,positive
POST_005586,user_04816,image,220,2,#tech|#life,39,3,0,2025-06-11 11:59:02,11,Wednesday,1652,False,0.0254,0.422,neutral
POST_005587,user_01916,image,350,4,#art|#tech|#music|#food,1,0,0,2025-05-06 11:59:02,11,Tuesday,17,False,0.0588,0.758,positive
POST_005588,user_03332,image,470,0,,9,1,0,2025-06-02 11:59:02,11,Monday,481,False,0.0208,0.901,positive
POST_005589,user_01188,image,250,0,,0,0,0,2025-04-30 11:59:02,11,Wednesday,60,False,0.0,0.854,positive
POST_005590,user_02488,image,590,1,#fashion,0,0,0,2025-06-06 11:59:02,11,Friday,34,False,0.0,0.604,positive
POST_005591,user_01609,text,110,1,#food,0,0,0,2025-04-03 11:59:02,11,Thursday,12,False,0.0,0.915,positive
POST_005592,user_01841,text,150,3,#fun|#news|#nature,1,0,0,2025-04-04 11:59:02,11,Friday,82,False,0.0122,0.885,positive
POST_005593,user_02621,text,130,1,#fun,0,0,0,2025-07-30 11:59:02,11,Wednesday,23,True,0.0,0.765,positive
POST_005594,user_02252,image,120,1,#tech,13,3,0,2025-09-11 11:59:02,11,Thursday,393,False,0.0407,0.665,positive
POST_005595,user_04114,video,140,1,#food,5,1,0,2025-05-04 11:59:02,11,Sunday,166,True,0.0361,0.807,positive
POST_005596,user_04949,image,470,2,#food|#nature,8,2,0,2025-07-01 11:59:02,11,Tuesday,350,False,0.0286,0.55,neutral
POST_005597,user_03393,video,40,2,#tech|#gaming,2,0,0,2025-09-21 11:59:02,11,Sunday,87,False,0.023,0.902,positive
POST_005598,user_02264,text,980,2,#nature|#sports,3,0,0,2025-07-26 11:59:02,11,Saturday,258,False,0.0116,0.7,positive
POST_005599,user_04219,text,20,0,,0,0,0,2025-08-03 11:59:02,11,Sunday,67,False,0.0,0.856,positive
POST_005600,user_04487,text,550,0,,2,1,0,2025-04-09 11:59:02,11,Wednesday,288,False,0.0104,0.784,positive
POST_005601,user_03880,image,980,4,#sports|#travel|#music|#food,3,0,0,2025-06-15 11:59:02,11,Sunday,94,False,0.0319,0.797,positive
POST_005602,user_00054,image,320,1,#news,0,0,0,2025-06-02 11:59:02,11,Monday,0,False,0.0,0.59,neutral
POST_005603,user_03970,video,40,4,#tech|#sports|#travel|#food,965,326,64,2025-08-31 11:59:02,11,Sunday,23819,False,0.0569,0.525,neutral
POST_005604,user_03485,text,190,2,#travel|#food,1,0,0,2025-04-29 11:59:02,11,Tuesday,33,True,0.0303,0.905,positive
POST_005605,user_01400,text,370,0,,1,0,0,2025-07-05 11:59:02,11,Saturday,33,False,0.0303,0.875,positive
POST_005606,user_01814,text,140,4,#nature|#gaming|#music|#travel,0,0,0,2025-06-21 11:59:02,11,Saturday,65,False,0.0,0.72,positive
POST_005607,user_04540,video,1250,2,#nature|#food,1,0,0,2025-04-11 11:59:02,11,Friday,4,False,0.25,0.892,positive
POST_005608,user_02770,image,80,4,#gaming|#travel|#food|#fun,1,0,0,2025-09-06 11:59:02,11,Saturday,90,False,0.0111,0.566,neutral
POST_005609,user_03191,link,760,2,#nature|#tech,0,0,0,2025-08-01 11:59:02,11,Friday,19,False,0.0,0.851,positive
POST_005610,user_02830,text,770,1,#tech,2,0,0,2025-04-26 11:59:02,11,Saturday,299,False,0.0067,0.953,positive
POST_005611,user_04090,text,480,1,#music,4,0,0,2025-09-07 11:59:02,11,Sunday,158,False,0.0253,0.78,positive
POST_005612,user_01763,link,350,2,#food|#news,0,0,0,2025-08-03 11:59:02,11,Sunday,93,False,0.0,0.792,positive
POST_005613,user_01181,text,1750,3,#fitness|#sports|#art,6,0,0,2025-09-21 11:59:02,11,Sunday,448,False,0.0134,0.95,positive
POST_005614,user_01093,link,320,2,#gaming|#food,0,0,0,2025-04-10 11:59:02,11,Thursday,29,False,0.0,0.699,positive
POST_005615,user_01257,text,250,1,#fashion,0,0,0,2025-05-27 11:59:02,11,Tuesday,25,False,0.0,0.792,positive
POST_005616,user_02971,image,240,1,#gaming,2761,212,45,2025-07-20 11:59:02,11,Sunday,106751,False,0.0283,0.802,positive
POST_005617,user_02511,text,80,3,#music|#photography|#sports,0,0,0,2025-08-02 11:59:02,11,Saturday,0,False,0.0,0.907,positive
POST_005618,user_04318,text,330,1,#gaming,0,0,0,2025-09-14 11:59:02,11,Sunday,65,False,0.0,0.867,positive
POST_005619,user_01422,image,1790,0,,9,1,0,2025-08-24 11:59:02,11,Sunday,639,False,0.0156,0.564,neutral
POST_005620,user_01320,image,300,1,#fashion,1,0,0,2025-08-28 11:59:02,11,Thursday,13,False,0.0769,0.565,neutral
POST_005621,user_00394,video,1010,1,#life,68,25,3,2025-07-30 11:59:02,11,Wednesday,1684,False,0.057,0.734,positive
POST_005622,user_03658,video,1240,1,#art,469,49,35,2025-06-04 11:59:02,11,Wednesday,182,False,3.0385,0.82,positive
POST_005623,user_01433,video,1920,2,#food|#fun,1,0,0,2025-08-07 11:59:02,11,Thursday,19,False,0.0526,0.536,neutral
POST_005624,user_01565,video,600,1,#photography,6,1,0,2025-07-04 11:59:02,11,Friday,53,False,0.1321,0.837,positive
POST_005625,user_00051,link,230,1,#news,3,0,0,2025-04-08 11:59:02,11,Tuesday,117,False,0.0256,0.858,positive
POST_005626,user_03795,text,170,1,#food,4,1,0,2025-09-19 11:59:02,11,Friday,394,False,0.0127,0.798,positive
POST_005627,user_03356,text,1350,0,,10,1,0,2025-09-23 11:59:02,11,Tuesday,923,False,0.0119,0.781,positive
POST_005628,user_01771,video,360,0,,39,16,2,2025-04-26 11:59:02,11,Saturday,1163,False,0.049,0.919,positive
POST_005629,user_03594,link,170,0,,11,0,0,2025-07-07 11:59:02,11,Monday,1055,False,0.0104,0.968,positive
POST_005630,user_03986,link,580,2,#art|#sports,1,0,0,2025-06-23 11:59:02,11,Monday,295,False,0.0034,0.539,neutral
POST_005631,user_00841,image,60,0,,7,1,0,2025-05-12 11:59:02,11,Monday,306,False,0.0261,0.762,positive
POST_005632,user_01828,text,140,2,#music|#nature,0,0,0,2025-09-27 11:59:02,11,Saturday,79,False,0.0,0.7,positive
POST_005633,user_04901,text,990,3,#work|#news|#sports,0,0,0,2025-05-02 11:59:02,11,Friday,9,False,0.0,0.726,positive
POST_005634,user_03579,text,410,0,,3,0,0,2025-06-06 11:59:02,11,Friday,793,False,0.0038,0.95,positive
POST_005635,user_02010,text,290,2,#food|#music,3,0,0,2025-08-01 11:59:02,11,Friday,270,False,0.0111,0.77,positive
POST_005636,user_00918,image,1730,0,,0,0,0,2025-05-04 11:59:02,11,Sunday,46,False,0.0,0.58,neutral
POST_005637,user_03241,video,740,1,#sports,18,1,0,2025-04-30 11:59:02,11,Wednesday,629,False,0.0302,0.874,positive
POST_005638,user_02752,image,140,2,#nature|#fun,2,0,0,2025-04-14 11:59:02,11,Monday,37,False,0.0541,0.714,positive
POST_005639,user_00129,text,30,1,#music,0,0,0,2025-09-18 11:59:02,11,Thursday,131,False,0.0,0.692,positive
POST_005640,user_03529,text,490,2,#fun|#food,1,0,0,2025-08-19 11:59:02,11,Tuesday,188,False,0.0053,0.524,neutral
POST_005641,user_00810,link,70,2,#tech|#nature,1,0,0,2025-09-04 11:59:02,11,Thursday,127,False,0.0079,0.656,positive
POST_005642,user_00112,video,390,2,#music|#sports,2,1,0,2025-09-07 11:59:02,11,Sunday,88,False,0.0341,0.886,positive
POST_005643,user_01762,image,440,1,#fitness,9,1,0,2025-04-16 11:59:02,11,Wednesday,282,False,0.0355,0.947,positive
POST_005644,user_04301,video,80,0,,6,1,0,2025-09-05 11:59:02,11,Friday,125,False,0.056,0.655,positive
POST_005645,user_04277,text,390,2,#photography|#fashion,13,3,1,2025-06-29 11:59:02,11,Sunday,1109,False,0.0153,0.627,positive
POST_005646,user_04829,image,1430,0,,1,0,0,2025-06-27 11:59:02,11,Friday,66,False,0.0152,0.69,positive
POST_005647,user_04315,text,820,3,#food|#nature|#tech,0,0,0,2025-04-25 11:59:02,11,Friday,31,False,0.0,0.557,neutral
POST_005648,user_04805,text,910,0,,0,0,0,2025-09-08 11:59:02,11,Monday,17,False,0.0,0.752,positive
POST_005649,user_04404,text,160,1,#work,0,0,0,2025-08-29 11:59:02,11,Friday,33,False,0.0,0.961,positive
POST_005650,user_01256,image,120,2,#music|#travel,0,0,0,2025-08-31 11:59:02,11,Sunday,4,False,0.0,0.525,neutral
POST_005651,user_01926,video,180,1,#art,32,11,2,2025-04-22 11:59:02,11,Tuesday,796,False,0.0565,0.527,neutral
POST_005652,user_02909,text,1310,1,#fun,4,1,0,2025-09-23 11:59:02,11,Tuesday,430,False,0.0116,0.837,positive
POST_005653,user_00777,text,1660,3,#art|#fun|#news,13,1,0,2025-05-15 11:59:02,11,Thursday,696,False,0.0201,0.776,positive
POST_005654,user_01252,image,80,3,#music|#fun|#photography,17,6,0,2025-07-25 11:59:02,11,Friday,655,False,0.0351,0.835,positive
POST_005655,user_03430,text,160,1,#news,13,2,0,2025-04-19 11:59:02,11,Saturday,1120,False,0.0134,0.915,positive
POST_005656,user_03869,text,550,3,#food|#work|#news,0,0,0,2025-07-19 11:59:02,11,Saturday,75,False,0.0,0.958,positive
POST_005657,user_03721,text,200,1,#gaming,2,0,0,2025-09-23 11:59:02,11,Tuesday,224,False,0.0089,0.825,positive
POST_005658,user_00681,text,250,1,#life,0,0,0,2025-05-09 11:59:02,11,Friday,6,True,0.0,0.956,positive
POST_005659,user_04712,image,990,0,,161,8,14,2025-09-15 11:59:02,11,Monday,6255,False,0.0293,0.876,positive
POST_005660,user_02690,image,580,2,#art|#gaming,0,0,0,2025-09-22 11:59:02,11,Monday,2,False,0.0,0.766,positive
POST_005661,user_01342,image,250,1,#life,8,1,0,2025-04-14 11:59:02,11,Monday,483,False,0.0186,0.656,positive
POST_005662,user_01838,text,200,2,#sports|#news,0,0,0,2025-09-07 11:59:02,11,Sunday,13,False,0.0,0.713,positive
POST_005663,user_04199,text,430,1,#nature,1,0,0,2025-05-25 11:59:02,11,Sunday,79,False,0.0127,0.793,positive
POST_005664,user_01287,video,310,0,,5,1,0,2025-08-19 11:59:02,11,Tuesday,58,False,0.1034,0.954,positive
POST_005665,user_00336,image,720,2,#photography|#news,14,2,0,2025-04-23 11:59:02,11,Wednesday,581,False,0.0275,0.911,positive
POST_005666,user_00439,image,580,1,#work,1,0,0,2025-06-25 11:59:02,11,Wednesday,98,False,0.0102,0.546,neutral
POST_005667,user_03226,image,110,1,#food,1,0,0,2025-08-19 11:59:02,11,Tuesday,28,False,0.0357,0.8,positive
POST_005668,user_00580,video,40,1,#food,2,0,0,2025-04-27 11:59:02,11,Sunday,152,False,0.0132,0.661,positive
POST_005669,user_04909,text,280,1,#news,7,1,0,2025-09-09 11:59:02,11,Tuesday,906,False,0.0088,0.53,neutral
POST_005670,user_04578,text,2010,1,#fun,0,0,0,2025-08-25 11:59:02,11,Monday,16,False,0.0,0.649,positive
POST_005671,user_04339,image,450,4,#gaming|#fitness|#life|#news,29,4,9,2025-04-14 11:59:02,11,Monday,653,False,0.0643,0.962,positive
POST_005672,user_01173,text,280,2,#sports|#tech,0,0,0,2025-09-04 11:59:02,11,Thursday,41,False,0.0,0.781,positive
POST_005673,user_02260,image,90,2,#work|#fun,67,23,0,2025-07-25 11:59:02,11,Friday,2050,False,0.0439,0.719,positive
POST_005674,user_00588,image,70,0,,0,0,0,2025-09-20 11:59:02,11,Saturday,51,False,0.0,0.9,positive
POST_005675,user_02692,image,200,2,#sports|#photography,11,2,0,2025-08-22 11:59:02,11,Friday,445,False,0.0292,0.683,positive
