product_id,name,category,subcategory,brand,price,rating,review_count,in_stock,stock_quantity,weight_kg,dimensions_cm,launch_date,supplier_id,warranty_months,is_featured,discount_percent
PROD_004043,Classic Jeans Pro,Clothing,Mens,H&M,57.52,4.7,347,True,0,7.84,12x10x14,2022-05-09,SUP_118,36,False,5
PROD_004044,Cotton T-Shirt Standard,Clothing,Mens,H&M,137.45,4.6,44,False,305,5.86,13x45x29,2024-02-03,SUP_102,6,False,0
PROD_004045,Cotton T-Shirt Max,Clothing,Mens,H&M,298.51,4.3,2269,True,239,6.76,19x19x21,2021-11-28,SUP_146,36,True,0
PROD_004046,Cotton T-Shirt Max,Clothing,Mens,Levis,130.39,4.1,4672,False,375,7.64,14x41x28,2021-11-28,SUP_038,36,False,0
PROD_004047,Dress Shirt Elite,Clothing,Mens,Uniqlo,246.45,,2103,True,325,4.12,31x30x18,2022-04-15,SUP_006,12,False,0
PROD_004048,Cotton T-Shirt Max,Clothing,Mens,Gap,42.75,4.5,5582,False,745,14.5,30x9x26,2021-07-28,SUP_127,36,False,0
PROD_004049,Classic Jeans Standard,Clothing,Mens,Zara,276.53,4.5,3441,True,604,7.02,17x14x12,2024-09-03,SUP_042,6,False,0
PROD_004050,Cotton T-Shirt Max,Clothing,Mens,Nike,14.38,4.5,3403,True,0,5.6,18x5x10,2022-08-20,SUP_099,6,False,0
PROD_004051,Cotton T-Shirt Pro,Clothing,Mens,Nike,272.51,3.8,1614,True,300,15.34,,2022-10-01,SUP_102,24,False,0
PROD_004052,Cotton T-Shirt Plus,Clothing,Mens,Nike,212.14,4.7,3510,True,112,16.34,32x46x12,2023-01-26,SUP_064,12,True,0
PROD_004053,Casual Pants Max,Clothing,Mens,Uniqlo,174.21,4.6,5744,True,784,0.78,6x19x2,2023-09-15,SUP_150,24,False,0
PROD_004054,Dress Shirt Elite,Clothing,Mens,Uniqlo,236.8,4.0,362,False,31,3.08,49x32x13,2021-04-18,SUP_035,6,False,0
PROD_004055,Casual Pants Plus,Clothing,Mens,Adidas,127.14,3.5,2409,False,901,8.46,47x22x6,2021-08-06,SUP_091,36,False,25
PROD_004056,Casual Pants Max,Clothing,Mens,Gap,240.78,,1418,True,0,14.74,7x31x30,2024-06-13,SUP_097,6,False,0
PROD_004057,Cotton T-Shirt Pro,Clothing,Mens,Uniqlo,108.12,4.2,2750,False,168,12.93,34x18x26,2021-08-12,SUP_021,24,False,0
PROD_004058,Casual Pants Max,Clothing,Mens,Gap,231.49,3.7,389,True,909,3.45,36x14x16,2021-05-18,SUP_094,6,False,0
PROD_004059,Dress Shirt Elite,Clothing,Mens,Gap,105.91,4.6,1375,False,59,9.37,50x23x8,2022-08-17,SUP_112,24,False,0
PROD_004060,Cotton T-Shirt Pro,Clothing,Mens,Uniqlo,216.91,4.2,377,False,860,12.49,23x18x19,2024-03-04,SUP_132,24,True,0
PROD_004061,Classic Jeans Max,Clothing,Mens,Uniqlo,182.39,3.9,141,True,927,16.92,10x11x7,2024-05-19,SUP_159,24,False,0
PROD_004062,Dress Shirt Plus,Clothing,Mens,Adidas,170.14,3.7,1369,False,927,11.23,11x49x4,2021-10-20,SUP_049,24,False,0
PROD_004063,Dress Shirt Pro,Clothing,Mens,Levis,203.49,3.4,810,True,0,8.32,39x48x9,2024-07-17,SUP_180,24,False,0
PROD_004064,Cotton T-Shirt Pro,Clothing,Mens,Levis,203.22,3.5,2523,True,0,3.91,20x12x11,2022-04-10,SUP_193,24,False,20
PROD_004065,Casual Pants Pro,Clothing,Mens,Gap,252.62,4.1,408,True,8,17.71,38x37x16,2021-04-10,SUP_007,36,False,0
PROD_004066,Dress Shirt Max,Clothing,Mens,Gap,172.5,3.1,1338,True,671,4.46,20x37x10,2024-08-08,SUP_146,6,False,20
PROD_004067,Casual Pants Standard,Clothing,Mens,H&M,273.12,4.6,6155,False,447,15.8,28x7x9,2021-10-31,SUP_091,12,False,0
PROD_004068,Casual Pants Elite,Clothing,Mens,Zara,51.15,4.4,7641,False,0,5.31,16x33x3,2024-10-02,SUP_050,12,False,0
PROD_004069,Casual Pants Standard,Clothing,Mens,Nike,264.74,4.5,4110,False,604,2.66,34x37x19,2024-12-23,SUP_035,6,False,0
PROD_004070,Casual Pants Elite,Clothing,Mens,Uniqlo,153.86,4.3,1927,False,774,0.37,49x24x18,2022-04-18,SUP_019,24,False,0
PROD_004071,Cotton T-Shirt Plus,Clothing,Mens,Gap,123.24,3.8,426,True,264,15.74,48x40x30,2024-11-25,SUP_077,12,False,0
PROD_004072,Casual Pants Plus,Clothing,Mens,Gap,20.1,3.6,3725,True,113,13.52,21x11x10,2024-05-04,SUP_135,6,False,0
PROD_004073,Casual Pants Max,Clothing,Mens,Adidas,182.94,4.3,1191,False,0,5.32,43x18x6,2023-10-03,SUP_017,24,False,0
PROD_004074,Classic Jeans Pro,Clothing,Mens,Nike,196.75,4.5,1465,True,362,12.32,20x49x3,2021-08-16,SUP_166,6,False,25
PROD_004075,Cotton T-Shirt Elite,Clothing,Mens,Gap,170.77,4.4,621,False,0,13.03,5x18x27,2024-04-01,SUP_130,12,False,0
PROD_004076,Classic Jeans Max,Clothing,Mens,Uniqlo,13.59,4.2,2469,False,717,5.85,23x32x5,2022-09-06,SUP_145,12,False,0
PROD_004077,Casual Pants Elite,Clothing,Mens,Nike,158.0,4.9,7480,True,534,10.03,43x34x22,2021-07-13,SUP_003,36,False,0
PROD_004078,Cotton T-Shirt Max,Clothing,Mens,Adidas,214.21,4.5,291,False,709,7.58,27x25x28,2023-12-06,SUP_197,36,False,0
PROD_004079,Cotton T-Shirt Elite,Clothing,Mens,Zara,179.51,4.8,1985,False,820,3.0,13x12x24,2023-10-30,SUP_168,6,False,10
PROD_004080,Dress Shirt Elite,Clothing,Mens,Adidas,263.38,4.3,825,True,623,11.81,21x10x2,2022-12-03,SUP_002,12,False,0
PROD_004081,Dress Shirt Pro,Clothing,Mens,Nike,34.01,,220,False,82,2.16,38x13x9,2022-10-17,SUP_096,24,False,0
PROD_004082,Casual Pants Elite,Clothing,Mens,H&M,70.02,4.5,3382,False,0,14.2,39x42x2,2023-12-29,SUP_171,6,True,0
PROD_004083,Dress Shirt Standard,Clothing,Mens,Adidas,126.78,4.9,811,False,322,1.44,9x8x7,2021-05-25,SUP_075,24,False,0
PROD_004084,Casual Pants Max,Clothing,Mens,Zara,175.95,3.4,3288,True,703,5.85,44x50x23,2021-01-07,SUP_100,24,False,0
PROD_004085,Classic Jeans Plus,Clothing,Mens,Uniqlo,206.62,4.0,1732,True,613,1.26,24x37x3,2024-12-03,SUP_031,12,False,0
PROD_004086,Classic Jeans Plus,Clothing,Mens,H&M,14.99,3.6,736,True,704,19.43,41x11x27,2024-01-30,SUP_172,24,False,25
PROD_004087,Cotton T-Shirt Elite,Clothing,Mens,Uniqlo,42.49,4.6,4586,False,111,17.72,22x50x15,2022-11-02,SUP_095,24,False,0
PROD_004088,Casual Pants Standard,Clothing,Mens,H&M,90.47,4.7,24,False,55,3.01,18x39x23,2021-10-24,SUP_061,24,False,0
PROD_004089,Casual Pants Elite,Clothing,Mens,Uniqlo,273.93,3.9,111,False,516,15.74,21x19x14,2024-06-04,SUP_059,24,False,15
PROD_004090,Classic Jeans Elite,Clothing,Mens,Adidas,77.84,3.0,4228,True,522,7.92,26x5x6,2023-05-15,SUP_168,12,False,0
PROD_004091,Dress Shirt Standard,Clothing,Mens,Levis,289.32,3.8,1173,False,428,12.76,14x15x9,2024-01-24,SUP_113,12,False,0
PROD_004092,Casual Pants Standard,Clothing,Mens,Levis,257.99,4.2,1343,True,603,6.54,23x31x2,2024-08-20,SUP_065,6,False,0
PROD_004093,Classic Jeans Max,Clothing,Mens,Nike,30.53,4.6,8614,True,10,12.78,33x34x15,2024-01-14,SUP_143,24,False,25
PROD_004094,Cotton T-Shirt Pro,Clothing,Mens,Levis,144.38,3.1,1701,False,12,2.31,45x33x4,2023-06-19,SUP_106,12,False,5
PROD_004095,Classic Jeans Standard,Clothing,Mens,Levis,43.25,5.0,1642,False,897,12.68,21x49x26,2023-10-25,SUP_060,36,False,0
PROD_004096,Cotton T-Shirt Elite,Clothing,Mens,Nike,124.38,4.5,1374,True,0,11.65,44x31x9,2022-05-12,SUP_153,36,False,0
PROD_004097,Classic Jeans Plus,Clothing,Mens,Zara,284.52,4.0,1941,True,749,0.63,50x7x30,2023-07-01,SUP_050,6,False,0
PROD_004098,Cotton T-Shirt Max,Clothing,Mens,Gap,82.77,3.7,927,False,729,6.72,28x8x22,2024-06-23,SUP_093,12,False,5
PROD_004099,Casual Pants Elite,Clothing,Mens,Levis,136.08,4.7,266,True,45,14.39,17x41x22,2022-09-04,SUP_039,24,False,0
PROD_004100,Dress Shirt Max,Clothing,Mens,Levis,184.2,4.2,2976,True,280,0.43,8x21x16,2024-06-26,SUP_004,36,True,0
PROD_004101,Classic Jeans Max,Clothing,Mens,Adidas,73.43,3.4,2401,True,431,6.13,15x13x12,2022-05-01,SUP_110,24,False,0
PROD_004102,Cotton T-Shirt Elite,Clothing,Mens,Adidas,44.21,4.4,3657,True,648,16.59,29x44x24,2023-04-15,SUP_088,36,False,0
PROD_004103,Dress Shirt Standard,Clothing,Mens,Zara,155.96,4.5,3702,False,0,2.4,39x38x19,2021-01-25,SUP_116,12,False,20
PROD_004104,Cotton T-Shirt Pro,Clothing,Mens,Gap,62.74,4.2,690,True,653,8.54,16x33x2,2021-02-13,SUP_065,6,False,0
PROD_004105,Casual Pants Standard,Clothing,Mens,Zara,287.94,4.0,2920,True,201,15.33,22x31x27,2022-05-24,SUP_172,6,False,0
PROD_004106,Classic Jeans Pro,Clothing,Mens,Nike,228.47,3.7,549,False,461,9.5,9x39x16,2022-11-02,SUP_106,6,False,0
PROD_004107,Casual Pants Max,Clothing,Mens,Adidas,22.26,3.1,505,False,556,11.44,47x19x29,2024-12-23,SUP_064,36,False,20
PROD_004108,Casual Pants Elite,Clothing,Mens,H&M,21.45,4.0,3158,False,178,16.53,37x21x17,2022-08-20,SUP_110,6,False,0
PROD_004109,Cotton T-Shirt Plus,Clothing,Mens,Zara,122.71,4.3,1454,True,988,1.21,26x15x27,2024-07-20,SUP_037,36,False,0
PROD_004110,Classic Jeans Standard,Clothing,Mens,Adidas,157.4,4.5,608,True,645,17.43,18x36x19,2021-07-01,SUP_193,36,False,5
PROD_004111,Classic Jeans Standard,Clothing,Mens,Gap,52.3,4.3,148,True,571,19.99,32x22x7,2024-09-26,SUP_053,6,False,0
PROD_004112,Cotton T-Shirt Elite,Clothing,Mens,Nike,189.56,3.4,297,True,0,10.61,22x19x20,2023-01-18,SUP_084,12,False,0
PROD_004113,Cotton T-Shirt Standard,Clothing,Mens,Nike,219.92,4.9,836,True,976,4.07,29x18x4,2023-09-23,SUP_126,24,False,0
PROD_004114,Cotton T-Shirt Max,Clothing,Mens,H&M,252.97,4.8,1065,False,732,8.97,24x21x29,2021-08-23,SUP_115,36,False,0
PROD_004115,Dress Shirt Max,Clothing,Mens,Gap,137.26,3.9,3386,True,124,0.8,9x17x9,2024-08-17,SUP_138,6,False,0
PROD_004116,Cotton T-Shirt Standard,Clothing,Mens,Uniqlo,29.14,4.6,2696,True,783,18.69,36x5x30,2022-08-12,SUP_190,24,False,0
PROD_004117,Classic Jeans Elite,Clothing,Mens,Levis,85.34,4.3,1845,True,614,0.25,48x6x4,2021-10-11,SUP_125,12,False,15
PROD_004118,Dress Shirt Plus,Clothing,Mens,Zara,77.85,4.1,1092,True,999,12.35,27x43x24,2022-03-01,SUP_121,12,False,0
PROD_004119,Casual Pants Elite,Clothing,Mens,Uniqlo,24.71,4.8,8536,False,93,2.08,26x33x19,2023-01-26,SUP_188,24,False,0
PROD_004120,Classic Jeans Plus,Clothing,Mens,Gap,151.36,4.6,1329,True,580,7.27,17x39x8,2022-01-02,SUP_045,6,False,5
PROD_004121,Cotton T-Shirt Max,Clothing,Mens,H&M,185.41,4.6,1917,False,559,13.07,30x43x19,2021-05-07,SUP_189,6,False,0
PROD_004122,Dress Shirt Pro,Clothing,Mens,Uniqlo,261.6,4.7,621,False,43,1.8,47x13x10,2023-11-27,SUP_186,36,False,0
PROD_004123,Cotton T-Shirt Elite,Clothing,Mens,Adidas,99.57,3.8,300,False,0,16.67,29x50x30,2022-08-15,SUP_141,12,True,0
PROD_004124,Classic Jeans Plus,Clothing,Mens,Gap,121.5,4.4,7210,True,0,13.07,22x8x13,2024-03-04,SUP_153,24,False,10
PROD_004125,Casual Pants Elite,Clothing,Mens,H&M,83.1,4.0,4271,False,16,11.64,12x42x22,2021-05-03,SUP_160,24,False,0
PROD_004126,Classic Jeans Plus,Clothing,Mens,Zara,95.24,4.0,60,False,952,4.19,48x9x3,2022-08-26,SUP_188,12,False,0
PROD_004127,Classic Jeans Max,Clothing,Mens,Uniqlo,168.72,4.1,1074,True,54,2.76,45x36x18,2024-03-08,SUP_190,12,False,0
PROD_004128,Classic Jeans Max,Clothing,Mens,Nike,189.39,4.7,595,True,53,2.44,20x7x5,2021-07-10,SUP_085,24,False,0
PROD_004129,Dress Shirt Pro,Clothing,Mens,Zara,267.74,3.9,1978,True,71,19.41,47x44x10,2021-05-03,SUP_056,12,False,0
PROD_004130,Classic Jeans Max,Clothing,Mens,Levis,272.3,3.2,1643,False,173,13.88,28x49x13,2022-12-06,SUP_197,12,False,10
PROD_004131,Classic Jeans Max,Clothing,Mens,Zara,195.73,4.4,4771,True,522,13.89,23x9x29,2021-11-17,SUP_022,36,True,0
PROD_004132,Classic Jeans Elite,Clothing,Mens,H&M,172.76,4.0,3092,True,884,15.36,50x13x18,2021-04-22,SUP_178,12,False,0
PROD_004133,Casual Pants Elite,Clothing,Mens,Gap,68.59,4.0,6199,True,580,17.57,27x5x17,2022-05-04,SUP_001,36,False,0
PROD_004134,Classic Jeans Pro,Clothing,Mens,Uniqlo,298.15,4.0,1042,True,725,7.11,33x26x19,2022-10-17,SUP_087,6,False,0
PROD_004135,Dress Shirt Pro,Clothing,Mens,Uniqlo,119.18,4.2,5369,True,969,0.98,8x5x19,2023-05-12,SUP_148,24,False,0
PROD_004136,Casual Pants Pro,Clothing,Mens,Zara,80.09,4.8,1362,False,685,13.32,11x8x23,2021-05-12,SUP_016,12,False,20
PROD_004137,Casual Pants Max,Clothing,Mens,Levis,201.46,4.8,2395,True,454,12.0,27x17x29,2021-10-30,SUP_133,6,False,0
PROD_004138,Dress Shirt Standard,Clothing,Mens,Adidas,150.13,4.6,1641,True,935,9.85,11x48x3,2024-04-02,SUP_073,12,False,0
PROD_004139,Dress Shirt Plus,Clothing,Mens,Gap,189.37,4.2,1955,True,876,1.73,7x31x17,2022-11-10,SUP_031,24,False,0
PROD_004140,Casual Pants Standard,Clothing,Mens,Adidas,103.01,4.2,1656,True,903,3.98,24x43x30,2023-05-30,SUP_013,6,False,0
PROD_004141,Dress Shirt Plus,Clothing,Mens,H&M,62.33,4.4,5882,True,916,4.25,42x27x20,2024-08-09,SUP_073,24,False,0
PROD_004142,Dress Shirt Standard,Clothing,Mens,Nike,30.99,3.4,2880,True,483,16.12,42x37x28,2021-10-07,SUP_192,6,False,15
PROD_004143,Classic Jeans Plus,Clothing,Mens,Zara,161.65,4.6,2141,False,730,19.51,5x27x23,2024-04-09,SUP_186,24,False,0
PROD_004144,Cotton T-Shirt Max,Clothing,Mens,Levis,237.95,4.6,1495,True,535,6.17,43x7x9,2023-08-05,SUP_164,12,False,0
PROD_004145,Classic Jeans Plus,Clothing,Mens,Zara,228.56,3.6,326,True,0,12.61,35x49x5,2024-10-22,SUP_174,12,False,0
PROD_004146,Cotton T-Shirt Plus,Clothing,Mens,Nike,25.29,4.4,6573,False,513,3.83,,2021-05-08,SUP_044,36,False,0
PROD_004147,Cotton T-Shirt Pro,Clothing,Mens,Nike,199.15,4.7,3053,False,881,15.8,40x49x10,2024-03-05,SUP_191,12,False,0
PROD_004148,Classic Jeans Pro,Clothing,Mens,H&M,247.56,4.9,696,True,302,15.66,5x15x28,2023-10-31,SUP_061,24,False,5
PROD_004149,Dress Shirt Elite,Clothing,Mens,Uniqlo,131.67,4.3,703,True,630,12.9,47x16x9,2023-01-29,SUP_106,6,False,15
PROD_004150,Cotton T-Shirt Max,Clothing,Mens,Gap,291.91,4.5,6750,True,295,6.9,28x47x22,2021-12-05,SUP_099,12,False,0
PROD_004151,Cotton T-Shirt Pro,Clothing,Mens,H&M,263.25,3.3,2640,False,51,10.25,21x44x9,2021-09-17,SUP_080,24,False,0
PROD_004152,Casual Pants Max,Clothing,Mens,Levis,125.53,4.8,502,False,15,1.2,39x41x28,2021-07-26,SUP_164,6,True,0
PROD_004153,Casual Pants Standard,Clothing,Mens,Nike,70.92,4.3,5286,False,555,8.03,20x38x26,2021-06-18,SUP_171,12,False,15
PROD_004154,Dress Shirt Plus,Clothing,Mens,Gap,195.81,3.3,161,False,357,13.91,49x18x16,2024-10-31,SUP_049,36,False,0
PROD_004155,Cotton T-Shirt Pro,Clothing,Mens,H&M,152.36,4.7,972,True,164,1.61,49x48x2,2023-02-06,SUP_076,12,False,10
PROD_004156,Classic Jeans Plus,Clothing,Mens,Levis,240.23,4.5,7671,True,361,16.02,15x38x7,2021-01-05,SUP_191,6,False,0
PROD_004157,Casual Pants Pro,Clothing,Mens,Adidas,224.35,3.2,95,False,87,16.57,14x28x30,2021-04-11,SUP_005,6,False,25
PROD_004158,Dress Shirt Standard,Clothing,Mens,Gap,154.76,4.6,772,True,99,11.32,40x17x6,2022-10-01,SUP_143,6,False,0
PROD_004159,Cotton T-Shirt Pro,Clothing,Mens,Uniqlo,137.81,3.9,2655,False,183,13.13,37x20x21,2024-12-20,SUP_074,12,False,5
PROD_004160,Dress Shirt Elite,Clothing,Mens,Gap,186.93,4.1,1284,True,774,4.69,,2023-03-09,SUP_162,6,False,0
PROD_004161,Classic Jeans Pro,Clothing,Mens,Nike,100.65,4.1,5190,True,0,6.88,46x35x7,2022-04-16,SUP_148,24,False,0
PROD_004162,Dress Shirt Standard,Clothing,Mens,Uniqlo,174.31,4.8,2880,False,0,4.21,40x36x13,2021-11-02,SUP_095,36,False,25
PROD_004163,Classic Jeans Elite,Clothing,Mens,Zara,90.79,4.6,3654,True,969,2.51,7x6x10,2023-11-02,SUP_059,6,True,0
PROD_004164,Classic Jeans Pro,Clothing,Mens,Zara,236.89,4.1,1290,True,508,15.91,42x28x30,2021-07-11,SUP_196,12,False,20
PROD_004165,Cotton T-Shirt Pro,Clothing,Mens,H&M,238.98,4.0,1480,True,725,2.96,26x11x7,2023-11-14,SUP_150,24,False,0
PROD_004166,Classic Jeans Pro,Clothing,Mens,Levis,216.52,4.9,1400,True,934,19.55,6x9x9,2023-07-28,SUP_130,6,False,0
PROD_004167,Dress Shirt Standard,Clothing,Mens,Uniqlo,188.75,3.5,491,True,171,14.95,22x6x10,2023-10-15,SUP_059,6,False,0
PROD_004168,Casual Pants Max,Clothing,Mens,Levis,168.38,4.1,5847,True,997,16.66,49x23x10,2023-12-02,SUP_018,36,False,5
PROD_004169,Dress Shirt Max,Clothing,Mens,Nike,75.9,4.9,5969,True,837,12.93,17x44x13,2024-05-31,SUP_052,36,False,5
PROD_004170,Casual Pants Max,Clothing,Mens,Zara,121.01,4.2,1943,False,766,7.41,40x28x5,2022-07-27,SUP_014,24,False,10
PROD_004171,Cotton T-Shirt Standard,Clothing,Mens,Gap,236.27,4.5,1577,False,179,1.66,12x5x22,2024-05-08,SUP_130,6,False,0
PROD_004172,Classic Jeans Standard,Clothing,Mens,H&M,45.28,4.8,6072,False,506,5.54,14x14x26,2022-10-23,SUP_127,24,False,0
PROD_004173,Dress Shirt Max,Clothing,Mens,H&M,298.12,4.6,1468,False,989,14.35,26x12x15,2021-01-26,SUP_085,12,False,0
PROD_004174,Casual Pants Pro,Clothing,Mens,Zara,182.9,4.6,191,False,294,13.6,46x49x12,2021-08-18,SUP_137,6,False,0
PROD_004175,Dress Shirt Pro,Clothing,Mens,Levis,103.86,4.0,1054,True,971,2.91,9x34x17,2022-05-27,SUP_052,6,False,0
PROD_004176,Dress Shirt Max,Clothing,Mens,H&M,239.88,4.9,1607,False,17,4.2,43x12x13,2022-06-29,SUP_188,12,False,0
PROD_004177,Casual Pants Elite,Clothing,Mens,Zara,152.43,4.5,1092,True,752,4.58,6x46x21,2022-04-11,SUP_007,36,False,0
PROD_004178,Dress Shirt Elite,Clothing,Mens,Gap,189.7,4.6,207,True,84,19.31,38x27x24,2022-09-25,SUP_172,6,False,20
PROD_004179,Dress Shirt Pro,Clothing,Mens,Uniqlo,279.45,3.5,834,False,577,0.3,48x6x14,2022-05-03,SUP_094,24,False,0
PROD_004180,Classic Jeans Elite,Clothing,Mens,Nike,106.25,3.9,2658,False,130,3.11,24x23x12,2022-05-18,SUP_102,24,True,0
PROD_004181,Classic Jeans Max,Clothing,Mens,Zara,93.31,3.1,62,False,737,16.19,25x27x12,2022-05-20,SUP_024,36,False,0
PROD_004182,Dress Shirt Pro,Clothing,Mens,Gap,129.99,4.6,2222,True,0,12.46,44x44x29,2022-10-26,SUP_200,12,False,0
PROD_004183,Casual Pants Plus,Clothing,Mens,Levis,139.42,4.5,812,True,899,7.34,11x6x3,2021-01-16,SUP_103,24,False,0
PROD_004184,Classic Jeans Plus,Clothing,Mens,Zara,197.86,4.5,163,True,751,10.69,32x29x14,2021-09-10,SUP_111,24,False,0
PROD_004185,Classic Jeans Pro,Clothing,Mens,Adidas,210.74,4.6,3409,False,391,19.12,35x10x9,2022-04-12,SUP_199,24,False,5
PROD_004186,Classic Jeans Plus,Clothing,Mens,Levis,291.96,4.3,650,True,0,12.25,28x50x23,2021-09-23,SUP_150,12,False,25
PROD_004187,Cotton T-Shirt Pro,Clothing,Mens,Uniqlo,92.13,4.4,195,False,367,5.54,34x17x16,2023-12-11,SUP_112,24,False,0
PROD_004188,Cotton T-Shirt Standard,Clothing,Mens,Levis,288.64,4.9,4515,True,323,13.31,48x16x14,2022-12-18,SUP_112,24,False,0
PROD_004189,Cotton T-Shirt Pro,Clothing,Mens,Adidas,211.3,3.9,1536,True,127,4.31,22x27x7,2024-01-16,SUP_067,6,True,0
PROD_004190,Cotton T-Shirt Standard,Clothing,Mens,Gap,82.34,3.9,1299,True,621,11.16,35x24x29,2024-01-01,SUP_101,12,False,25
PROD_004191,Cotton T-Shirt Elite,Clothing,Mens,Levis,91.79,4.4,267,True,396,1.85,20x18x5,2021-02-09,SUP_090,24,False,0
PROD_004192,Dress Shirt Standard,Clothing,Mens,Nike,213.71,4.2,3769,True,862,14.31,48x45x26,2023-02-25,SUP_173,36,False,0
PROD_004193,Cotton T-Shirt Pro,Clothing,Mens,Zara,294.17,4.5,1946,False,252,0.86,46x38x18,2022-06-11,SUP_163,6,False,15
PROD_004194,Classic Jeans Max,Clothing,Mens,Nike,204.59,3.7,640,False,68,6.57,42x33x11,2021-05-10,SUP_122,36,False,15
PROD_004195,Cotton T-Shirt Plus,Clothing,Mens,Levis,294.36,4.7,4933,True,111,9.77,25x18x30,2023-07-18,SUP_085,12,False,0
PROD_004196,Casual Pants Pro,Clothing,Mens,Gap,60.42,4.9,970,True,941,6.72,47x39x10,2023-05-19,SUP_102,12,False,0
PROD_004197,Classic Jeans Max,Clothing,Mens,Gap,157.69,4.0,2177,True,0,7.93,20x37x3,2022-10-09,SUP_135,6,True,0
PROD_004198,Dress Shirt Pro,Clothing,Mens,Nike,92.11,3.9,4488,True,212,4.69,13x43x22,2023-11-18,SUP_047,36,False,0
PROD_004199,Casual Pants Standard,Clothing,Mens,Nike,198.45,4.6,3334,False,272,9.71,39x28x5,2023-02-04,SUP_021,6,False,0
PROD_004200,Casual Pants Plus,Clothing,Mens,Gap,283.03,4.8,2171,True,104,6.15,,2022-10-12,SUP_113,6,False,0
PROD_004201,Dress Shirt Elite,Clothing,Mens,Gap,121.86,4.4,3442,False,549,4.46,16x29x22,2023-09-29,SUP_038,12,False,0
PROD_004202,Cotton T-Shirt Plus,Clothing,Mens,Adidas,195.11,4.6,826,True,889,2.08,7x22x20,2023-06-02,SUP_035,6,False,0
PROD_004203,Classic Jeans Plus,Clothing,Mens,Nike,78.54,4.5,1239,True,49,13.4,15x35x30,2023-03-17,SUP_197,24,False,0
PROD_004204,Casual Pants Standard,Clothing,Mens,Adidas,136.94,4.4,4355,False,83,11.91,28x49x29,2024-03-29,SUP_110,12,False,25
PROD_004205,Dress Shirt Plus,Clothing,Mens,Adidas,153.95,4.6,470,True,896,12.51,8x20x28,2021-02-21,SUP_175,36,False,0
PROD_004206,Cotton T-Shirt Pro,Clothing,Mens,Adidas,157.33,4.2,7312,True,602,0.46,,2023-01-12,SUP_131,6,False,5
PROD_004207,Cotton T-Shirt Pro,Clothing,Mens,Uniqlo,20.94,4.7,1107,False,610,6.26,14x40x27,2023-05-06,SUP_110,6,False,0
PROD_004208,Dress Shirt Elite,Clothing,Mens,H&M,222.79,4.3,196,True,861,11.98,29x29x19,2023-05-07,SUP_129,24,False,0
PROD_004209,Cotton T-Shirt Pro,Clothing,Mens,Uniqlo,23.1,4.6,6301,True,396,8.47,39x38x28,2021-02-24,SUP_010,36,False,0
PROD_004210,Casual Pants Elite,Clothing,Mens,H&M,137.78,4.1,7642,True,29,9.68,25x26x19,2021-02-08,SUP_164,6,False,0
PROD_004211,Casual Pants Max,Clothing,Mens,Adidas,151.7,4.3,2224,True,0,3.33,43x7x18,2024-08-02,SUP_174,6,False,0
PROD_004212,Casual Pants Pro,Clothing,Mens,Levis,68.98,4.6,1034,False,42,18.47,19x47x5,2023-02-27,SUP_177,12,False,5
PROD_004213,Dress Shirt Plus,Clothing,Mens,Gap,151.42,4.5,1002,True,551,9.31,38x19x18,2023-12-05,SUP_146,6,False,5
PROD_004214,Casual Pants Standard,Clothing,Mens,Uniqlo,88.39,4.2,1366,False,911,10.31,45x24x17,2024-08-11,SUP_166,24,False,0
PROD_004215,Casual Pants Pro,Clothing,Mens,Uniqlo,251.51,3.9,2512,False,0,12.76,27x50x20,2024-10-22,SUP_186,24,False,0
PROD_004216,Classic Jeans Elite,Clothing,Mens,Gap,68.08,4.6,883,True,952,12.3,44x42x21,2021-05-14,SUP_150,36,False,0
PROD_004217,Cotton T-Shirt Max,Clothing,Mens,Nike,90.89,4.4,3192,True,319,14.51,21x12x8,2021-08-01,SUP_091,6,False,0
PROD_004218,Classic Jeans Plus,Clothing,Mens,Zara,47.54,3.3,683,False,213,3.29,23x8x15,2022-07-03,SUP_135,36,False,0
PROD_004219,Casual Pants Plus,Clothing,Mens,Adidas,55.25,3.6,105,False,218,0.91,29x47x25,2024-02-14,SUP_062,12,False,0
PROD_004220,Classic Jeans Max,Clothing,Mens,Uniqlo,18.95,4.6,1159,True,0,10.7,27x33x24,2024-05-05,SUP_167,36,False,0
PROD_004221,Dress Shirt Max,Clothing,Mens,Levis,55.27,4.1,4944,True,272,16.5,38x14x3,2023-04-07,SUP_112,12,False,15
PROD_004222,Casual Pants Plus,Clothing,Mens,Adidas,113.09,3.6,3068,False,453,16.96,44x42x2,2022-08-10,SUP_089,24,False,15
PROD_004223,Dress Shirt Elite,Clothing,Mens,Zara,133.98,3.4,4145,False,506,19.29,29x49x22,2021-07-14,SUP_184,24,False,0
PROD_004224,Classic Jeans Standard,Clothing,Mens,H&M,128.33,3.8,3383,False,379,0.76,26x40x20,2022-03-08,SUP_065,6,False,0
PROD_004225,Dress Shirt Plus,Clothing,Mens,Levis,225.67,3.5,4728,True,95,12.58,19x10x30,2022-06-05,SUP_059,24,False,0
PROD_004226,Cotton T-Shirt Standard,Clothing,Mens,H&M,19.9,4.9,1926,False,0,2.98,27x43x7,2021-04-02,SUP_190,36,False,0
