transaction_id,customer_id,amount,category,payment_method,transaction_date,is_weekend,discount_applied
TXN_00006464,CUST_001260,35.86,Electronics,Credit Card,2024-10-12,True,10.0
TXN_00006465,CUST_001261,23.7,Clothing,Cash,2023-11-09,True,0.0
TXN_00006466,CUST_001261,9.2,Books,Debit Card,2023-05-09,True,0.0
TXN_00006467,CUST_001261,20.49,Books,Cash,2023-04-06,False,10.0
TXN_00006468,CUST_001261,22.35,Home,Apple Pay,2023-08-19,True,
TXN_00006469,CUST_001261,34.48,Electronics,Credit Card,2023-10-25,False,5.0
TXN_00006470,CUST_001262,92.77,Sports,Cash,2023-09-28,False,0.0
TXN_00006471,CUST_001262,114.08,Electronics,Apple Pay,2024-11-11,False,0.0
TXN_00006472,CUST_001262,6.56,Home,PayPal,2023-05-04,True,0.0
TXN_00006473,CUST_001262,17.01,Books,Cash,2024-09-11,True,5.0
TXN_00006474,CUST_001262,28.25,Books,Cash,2023-02-06,True,0.0
TXN_00006475,CUST_001262,42.42,Clothing,Credit Card,2024-01-05,False,0.0
TXN_00006476,CUST_001262,17.44,Food,PayPal,2024-03-16,True,
TXN_00006477,CUST_001262,22.48,Sports,Cash,2024-09-04,False,0.0
TXN_00006478,CUST_001263,17.22,Books,Cash,2023-02-18,False,0.0
TXN_00006479,CUST_001263,272.46,Electronics,Debit Card,2024-02-23,False,10.0
TXN_00006480,CUST_001263,34.97,Home,Cash,2024-03-29,True,5.0
TXN_00006481,CUST_001264,183.69,Electronics,Credit Card,2023-10-03,False,20.0
TXN_00006482,CUST_001264,17.51,Beauty,Cash,2023-08-05,True,0.0
TXN_00006483,CUST_001264,313.11,Books,Credit Card,2024-10-01,True,0.0
TXN_00006484,CUST_001264,26.26,Clothing,Debit Card,2024-02-05,True,0.0
TXN_00006485,CUST_001264,120.78,Electronics,PayPal,2024-01-02,True,0.0
TXN_00006486,CUST_001265,11.16,Beauty,Debit Card,2024-12-11,True,0.0
TXN_00006487,CUST_001265,37.22,Home,Cash,2023-03-05,True,0.0
TXN_00006488,CUST_001265,10.69,Clothing,Cash,2024-01-19,True,0.0
TXN_00006489,CUST_001265,5.0,Home,Credit Card,2024-07-02,False,0.0
TXN_00006490,CUST_001265,5.0,Home,Cash,2023-11-27,False,0.0
TXN_00006491,CUST_001266,8.79,Clothing,PayPal,2024-10-31,False,10.0
TXN_00006492,CUST_001266,12.01,Home,Debit Card,2023-08-01,False,10.0
TXN_00006493,CUST_001267,87.37,Beauty,Credit Card,2023-03-01,False,0.0
TXN_00006494,CUST_001267,704.29,Electronics,PayPal,2023-07-09,True,0.0
TXN_00006495,CUST_001267,120.58,Home,Credit Card,2023-09-09,True,0.0
TXN_00006496,CUST_001267,16.84,Sports,Cash,2024-09-21,True,0.0
TXN_00006497,CUST_001267,18.48,Books,PayPal,2023-10-11,False,0.0
TXN_00006498,CUST_001267,550.35,Electronics,Apple Pay,2023-05-06,False,20.0
TXN_00006499,CUST_001268,39.46,Food,Credit Card,2024-05-05,False,0.0
TXN_00006500,CUST_001268,155.63,Electronics,Credit Card,2024-05-10,False,0.0
TXN_00006501,CUST_001268,30.31,Clothing,Debit Card,2023-01-03,True,10.0
TXN_00006502,CUST_001268,6.62,Home,Apple Pay,2023-07-19,False,0.0
TXN_00006503,CUST_001268,128.93,Electronics,Cash,2024-05-02,True,0.0
TXN_00006504,CUST_001269,7.64,Home,Apple Pay,2024-03-03,False,15.0
TXN_00006505,CUST_001269,11.82,Books,Debit Card,2024-04-27,False,0.0
TXN_00006506,CUST_001270,47.7,Beauty,Apple Pay,2023-03-14,False,5.0
TXN_00006507,CUST_001270,43.35,Sports,Credit Card,2024-07-10,False,0.0
TXN_00006508,CUST_001270,109.9,Electronics,Apple Pay,2024-01-20,True,0.0
TXN_00006509,CUST_001270,23.67,Home,Apple Pay,2023-02-19,True,20.0
TXN_00006510,CUST_001270,22.62,Clothing,PayPal,2023-03-21,False,0.0
TXN_00006511,CUST_001271,34.39,Home,Apple Pay,2024-09-25,False,0.0
TXN_00006512,CUST_001271,13.27,Home,Cash,2023-09-04,True,0.0
TXN_00006513,CUST_001271,52.64,Books,Cash,2024-12-24,False,0.0
TXN_00006514,CUST_001271,31.92,Sports,PayPal,2023-05-27,True,0.0
TXN_00006515,CUST_001271,20.57,Home,PayPal,2023-11-13,True,0.0
TXN_00006516,CUST_001271,64.32,Home,Apple Pay,2023-11-08,False,5.0
TXN_00006517,CUST_001271,14.61,Beauty,Cash,2023-10-19,False,5.0
TXN_00006518,CUST_001272,14.51,Electronics,Cash,2024-06-26,False,0.0
TXN_00006519,CUST_001272,56.21,Clothing,PayPal,2023-09-10,False,0.0
TXN_00006520,CUST_001272,5.0,Beauty,PayPal,2023-11-18,False,10.0
TXN_00006521,CUST_001273,33.35,Sports,Debit Card,2023-07-26,True,0.0
TXN_00006522,CUST_001273,600.53,Electronics,Credit Card,2023-08-22,True,0.0
TXN_00006523,CUST_001273,56.87,Sports,Debit Card,2024-08-31,True,0.0
TXN_00006524,CUST_001273,9.61,Home,Credit Card,2023-07-17,False,0.0
TXN_00006525,CUST_001273,23.93,Clothing,Apple Pay,2024-04-21,True,0.0
TXN_00006526,CUST_001274,14.64,Sports,Cash,2024-01-29,True,15.0
TXN_00006527,CUST_001274,32.02,Beauty,Credit Card,2024-06-01,False,0.0
TXN_00006528,CUST_001274,16.14,Electronics,Debit Card,2024-09-18,True,0.0
TXN_00006529,CUST_001274,71.88,Electronics,Debit Card,2024-10-19,False,0.0
TXN_00006530,CUST_001274,173.6,Sports,Cash,2023-05-24,False,10.0
TXN_00006531,CUST_001275,96.16,Electronics,Cash,2024-01-29,False,0.0
TXN_00006532,CUST_001275,5.0,Sports,Cash,2023-07-02,True,0.0
TXN_00006533,CUST_001275,19.13,Home,PayPal,2023-12-07,True,0.0
TXN_00006534,CUST_001276,88.8,Clothing,Debit Card,2023-02-15,False,0.0
TXN_00006535,CUST_001276,24.56,Books,Cash,2024-08-24,False,0.0
TXN_00006536,CUST_001276,14.36,Sports,Debit Card,2023-06-30,False,0.0
TXN_00006537,CUST_001276,22.66,Electronics,Cash,2023-11-14,True,0.0
TXN_00006538,CUST_001276,30.47,Sports,Credit Card,2023-03-05,False,
TXN_00006539,CUST_001276,6.53,Home,Credit Card,2023-03-31,False,0.0
TXN_00006540,CUST_001276,14.79,Electronics,Credit Card,2024-10-08,False,0.0
TXN_00006541,CUST_001276,366.01,Sports,PayPal,2023-10-22,True,0.0
TXN_00006542,CUST_001276,31.77,Beauty,Debit Card,2023-07-12,True,0.0
TXN_00006543,CUST_001277,96.52,Electronics,Debit Card,2023-06-02,True,0.0
TXN_00006544,CUST_001278,16.9,Food,Cash,2024-07-08,True,0.0
TXN_00006545,CUST_001278,5.0,Home,Debit Card,2024-04-17,True,5.0
TXN_00006546,CUST_001278,64.69,Clothing,Credit Card,2024-01-16,True,0.0
TXN_00006547,CUST_001279,36.35,Electronics,Apple Pay,2023-09-09,True,0.0
TXN_00006548,CUST_001279,99.93,Electronics,Apple Pay,2024-09-07,True,0.0
TXN_00006549,CUST_001279,36.23,Books,Credit Card,2023-09-06,True,0.0
TXN_00006550,CUST_001279,26.25,Food,Debit Card,2023-02-01,True,10.0
TXN_00006551,CUST_001279,7.14,Beauty,Cash,2023-04-26,True,0.0
TXN_00006552,CUST_001279,188.01,Electronics,Debit Card,2023-11-03,True,10.0
TXN_00006553,CUST_001280,12.99,Home,Apple Pay,2023-05-07,True,0.0
TXN_00006554,CUST_001280,25.04,Beauty,Apple Pay,2023-07-21,True,0.0
TXN_00006555,CUST_001281,43.98,Sports,Apple Pay,2023-11-18,False,20.0
TXN_00006556,CUST_001281,90.84,Electronics,Debit Card,2024-09-13,False,0.0
TXN_00006557,CUST_001281,376.14,Home,Credit Card,2023-05-28,False,10.0
TXN_00006558,CUST_001281,38.9,Electronics,Apple Pay,2023-12-28,True,20.0
TXN_00006559,CUST_001281,20.81,Electronics,Debit Card,2024-07-20,True,0.0
TXN_00006560,CUST_001282,32.03,Electronics,PayPal,2024-02-28,True,0.0
TXN_00006561,CUST_001282,45.37,Electronics,Apple Pay,2024-11-13,False,0.0
TXN_00006562,CUST_001282,5.63,Home,Cash,2024-01-31,False,0.0
TXN_00006563,CUST_001283,53.32,Beauty,Apple Pay,2023-11-20,False,0.0
TXN_00006564,CUST_001283,201.31,Electronics,Credit Card,2023-03-04,False,0.0
TXN_00006565,CUST_001283,181.47,Electronics,PayPal,2024-09-18,True,0.0
TXN_00006566,CUST_001284,6.15,Food,Debit Card,2024-03-26,True,10.0
TXN_00006567,CUST_001284,76.48,Electronics,Debit Card,2023-04-13,False,20.0
TXN_00006568,CUST_001284,14.18,Sports,Cash,2023-05-14,True,0.0
TXN_00006569,CUST_001284,24.57,Clothing,Debit Card,2024-06-07,True,10.0
TXN_00006570,CUST_001285,19.65,Sports,Cash,2024-11-28,True,0.0
TXN_00006571,CUST_001285,17.58,Beauty,Debit Card,2023-02-01,True,0.0
TXN_00006572,CUST_001285,33.98,Beauty,Apple Pay,2023-06-06,True,0.0
TXN_00006573,CUST_001286,128.27,Electronics,PayPal,2023-10-03,False,10.0
TXN_00006574,CUST_001286,43.52,Home,Apple Pay,2023-10-16,False,10.0
TXN_00006575,CUST_001286,5.45,Home,Credit Card,2023-02-16,False,0.0
TXN_00006576,CUST_001286,11.91,Beauty,Debit Card,2024-08-11,False,0.0
TXN_00006577,CUST_001286,26.68,Books,Cash,2024-06-15,True,0.0
TXN_00006578,CUST_001286,32.95,Clothing,Debit Card,2023-03-31,False,5.0
TXN_00006579,CUST_001286,13.68,Beauty,Debit Card,2023-09-07,True,0.0
TXN_00006580,CUST_001287,30.21,Books,Credit Card,2024-01-20,True,0.0
TXN_00006581,CUST_001287,10.53,Home,Credit Card,2024-08-23,True,0.0
TXN_00006582,CUST_001287,11.39,Sports,Credit Card,2023-08-17,False,0.0
TXN_00006583,CUST_001288,5.0,Electronics,Debit Card,2023-06-21,False,20.0
TXN_00006584,CUST_001288,19.73,Books,Credit Card,2024-12-05,True,0.0
TXN_00006585,CUST_001288,5.56,Beauty,PayPal,2024-01-12,True,0.0
TXN_00006586,CUST_001288,286.45,Electronics,Apple Pay,2024-10-19,True,
TXN_00006587,CUST_001289,12.61,Books,Cash,2023-12-13,False,0.0
TXN_00006588,CUST_001289,33.86,Sports,Debit Card,2023-08-08,True,0.0
TXN_00006589,CUST_001289,19.41,Home,Debit Card,2023-12-20,True,0.0
TXN_00006590,CUST_001289,185.0,Beauty,Debit Card,2023-08-14,True,0.0
TXN_00006591,CUST_001289,5.16,Home,Cash,2023-04-12,True,0.0
TXN_00006592,CUST_001290,10.87,Beauty,Apple Pay,2023-07-01,True,0.0
TXN_00006593,CUST_001290,167.94,Electronics,Debit Card,2023-04-17,True,0.0
TXN_00006594,CUST_001290,81.36,Electronics,PayPal,2024-05-01,True,5.0
TXN_00006595,CUST_001291,14.94,Books,Debit Card,2024-09-06,True,0.0
TXN_00006596,CUST_001291,38.76,Home,Apple Pay,2023-02-22,False,5.0
TXN_00006597,CUST_001291,9.5,Books,Credit Card,2023-07-31,True,0.0
TXN_00006598,CUST_001291,264.31,Electronics,Cash,2024-01-24,False,0.0
TXN_00006599,CUST_001291,5.0,Home,Cash,2023-02-15,True,0.0
TXN_00006600,CUST_001291,70.3,Clothing,Credit Card,2024-04-08,False,0.0
TXN_00006601,CUST_001291,47.6,Clothing,Credit Card,2024-01-31,False,0.0
TXN_00006602,CUST_001291,19.89,Sports,Cash,2024-11-07,True,0.0
TXN_00006603,CUST_001291,569.91,Beauty,Cash,2024-11-01,True,0.0
TXN_00006604,CUST_001291,1108.4,Electronics,Apple Pay,2024-03-18,False,0.0
TXN_00006605,CUST_001292,8.36,Sports,Cash,2023-07-05,False,15.0
TXN_00006606,CUST_001292,8.18,Beauty,Apple Pay,2024-12-02,True,10.0
TXN_00006607,CUST_001292,38.18,Home,Debit Card,2024-02-20,False,0.0
TXN_00006608,CUST_001292,5.0,Sports,Apple Pay,2024-06-17,False,0.0
TXN_00006609,CUST_001292,23.59,Clothing,Debit Card,2024-01-10,False,10.0
TXN_00006610,CUST_001293,24.6,Home,Apple Pay,2024-12-15,True,0.0
TXN_00006611,CUST_001293,40.23,Electronics,PayPal,2023-05-31,True,0.0
TXN_00006612,CUST_001293,13.06,Home,Credit Card,2023-03-23,False,0.0
TXN_00006613,CUST_001293,53.16,Sports,Apple Pay,2023-07-10,True,5.0
TXN_00006614,CUST_001293,116.45,Home,PayPal,2024-05-27,False,
TXN_00006615,CUST_001294,34.3,Books,Apple Pay,2024-11-06,True,10.0
TXN_00006616,CUST_001294,33.41,Books,Cash,2023-06-27,False,0.0
TXN_00006617,CUST_001294,45.52,Clothing,PayPal,2024-08-17,True,0.0
TXN_00006618,CUST_001294,27.5,Clothing,Cash,2023-01-15,True,20.0
TXN_00006619,CUST_001294,74.21,Sports,PayPal,2024-02-18,True,5.0
TXN_00006620,CUST_001294,12.92,Clothing,Cash,2024-08-17,False,0.0
TXN_00006621,CUST_001294,46.86,Electronics,Apple Pay,2023-11-09,True,0.0
TXN_00006622,CUST_001294,37.19,Electronics,Credit Card,2023-08-27,True,0.0
TXN_00006623,CUST_001294,51.27,Electronics,Credit Card,2024-02-25,False,0.0
TXN_00006624,CUST_001295,39.34,Books,Credit Card,2023-12-01,False,5.0
TXN_00006625,CUST_001295,88.17,Electronics,Credit Card,2023-08-27,False,0.0
TXN_00006626,CUST_001295,518.54,Electronics,Credit Card,2023-07-14,True,0.0
TXN_00006627,CUST_001295,18.56,Books,Debit Card,2023-06-23,False,0.0
TXN_00006628,CUST_001295,226.63,Electronics,Debit Card,2023-10-24,True,15.0
TXN_00006629,CUST_001295,16.84,Sports,PayPal,2024-12-20,False,0.0
TXN_00006630,CUST_001295,34.79,Beauty,PayPal,2024-01-05,False,0.0
TXN_00006631,CUST_001296,23.86,Books,Debit Card,2024-02-13,False,5.0
TXN_00006632,CUST_001296,6.82,Food,PayPal,2023-09-09,False,0.0
TXN_00006633,CUST_001296,5.0,Clothing,Debit Card,2023-06-08,False,5.0
TXN_00006634,CUST_001296,15.95,Home,Apple Pay,2023-02-26,False,0.0
TXN_00006635,CUST_001297,23.9,Electronics,Credit Card,2023-04-03,True,15.0
TXN_00006636,CUST_001297,25.12,Clothing,Debit Card,2024-04-30,False,
TXN_00006637,CUST_001297,8.59,Clothing,PayPal,2023-07-24,True,0.0
TXN_00006638,CUST_001297,67.26,Home,Credit Card,2024-10-27,False,
TXN_00006639,CUST_001297,36.11,Books,Apple Pay,2024-07-17,True,0.0
TXN_00006640,CUST_001297,67.3,Food,Apple Pay,2024-12-04,True,0.0
TXN_00006641,CUST_001297,16.17,Clothing,Apple Pay,2023-09-16,True,0.0
TXN_00006642,CUST_001297,21.63,Clothing,Apple Pay,2024-05-01,False,0.0
TXN_00006643,CUST_001298,24.77,Electronics,PayPal,2023-05-01,True,0.0
TXN_00006644,CUST_001298,8.9,Beauty,Cash,2024-07-13,False,0.0
TXN_00006645,CUST_001298,225.86,Electronics,Apple Pay,2023-09-24,False,0.0
TXN_00006646,CUST_001298,26.85,Books,Credit Card,2024-01-28,True,0.0
TXN_00006647,CUST_001299,432.19,Electronics,Credit Card,2024-03-17,False,0.0
TXN_00006648,CUST_001300,12.49,Sports,PayPal,2023-03-28,False,0.0
TXN_00006649,CUST_001300,864.6,Electronics,Debit Card,2024-07-18,True,0.0
TXN_00006650,CUST_001300,18.49,Sports,Debit Card,2024-02-21,False,0.0
TXN_00006651,CUST_001300,88.84,Home,Debit Card,2024-07-24,False,0.0
TXN_00006652,CUST_001300,82.09,Clothing,PayPal,2023-10-07,False,0.0
TXN_00006653,CUST_001301,12.52,Clothing,Apple Pay,2023-12-18,False,0.0
TXN_00006654,CUST_001301,406.09,Home,Cash,2024-11-12,True,10.0
TXN_00006655,CUST_001301,22.65,Books,PayPal,2024-10-15,False,0.0
TXN_00006656,CUST_001302,62.43,Clothing,PayPal,2024-02-17,False,0.0
TXN_00006657,CUST_001303,15.95,Books,PayPal,2023-08-14,False,0.0
TXN_00006658,CUST_001303,5.0,Sports,Debit Card,2024-05-03,False,0.0
TXN_00006659,CUST_001303,167.36,Home,Credit Card,2024-12-10,False,0.0
TXN_00006660,CUST_001303,5.0,Sports,Apple Pay,2024-07-07,True,0.0
TXN_00006661,CUST_001304,154.87,Electronics,PayPal,2024-08-18,True,0.0
TXN_00006662,CUST_001304,20.22,Books,Apple Pay,2024-12-20,False,0.0
TXN_00006663,CUST_001304,106.5,Clothing,Cash,2023-11-06,True,0.0
TXN_00006664,CUST_001304,56.13,Clothing,Credit Card,2024-06-21,False,15.0
TXN_00006665,CUST_001305,148.65,Clothing,Apple Pay,2024-07-27,True,0.0
TXN_00006666,CUST_001305,14.03,Books,Apple Pay,2024-04-11,False,0.0
TXN_00006667,CUST_001305,33.95,Clothing,Credit Card,2023-06-20,True,0.0
TXN_00006668,CUST_001306,77.57,Electronics,Cash,2023-02-16,True,0.0
TXN_00006669,CUST_001306,14.86,Clothing,PayPal,2023-02-02,True,0.0
TXN_00006670,CUST_001306,8.16,Food,PayPal,2023-11-12,True,
TXN_00006671,CUST_001306,189.06,Electronics,Apple Pay,2023-05-11,True,0.0
TXN_00006672,CUST_001306,259.3,Electronics,PayPal,2023-08-18,True,0.0
TXN_00006673,CUST_001306,32.32,Electronics,Credit Card,2023-11-23,True,0.0
TXN_00006674,CUST_001307,51.26,Sports,Credit Card,2024-02-13,False,0.0
TXN_00006675,CUST_001307,59.03,Electronics,Apple Pay,2023-07-25,False,0.0
TXN_00006676,CUST_001307,18.38,Sports,Debit Card,2023-05-29,False,20.0
TXN_00006677,CUST_001307,48.74,Clothing,PayPal,2024-09-07,False,0.0
TXN_00006678,CUST_001307,5.0,Home,Credit Card,2024-08-09,True,0.0
TXN_00006679,CUST_001307,59.43,Sports,Apple Pay,2024-09-06,False,0.0
TXN_00006680,CUST_001308,11.84,Beauty,PayPal,2024-06-16,False,0.0
TXN_00006681,CUST_001308,10.36,Clothing,PayPal,2024-06-02,True,0.0
TXN_00006682,CUST_001308,33.35,Clothing,Debit Card,2024-04-23,True,0.0
TXN_00006683,CUST_001308,140.42,Home,Credit Card,2023-10-11,True,0.0
TXN_00006684,CUST_001308,6.84,Sports,Apple Pay,2023-12-25,False,0.0
TXN_00006685,CUST_001308,105.81,Clothing,Cash,2023-12-14,True,0.0
TXN_00006686,CUST_001308,28.72,Home,Debit Card,2024-06-16,False,0.0
TXN_00006687,CUST_001309,9.82,Food,Credit Card,2023-06-27,True,0.0
TXN_00006688,CUST_001309,295.16,Electronics,Cash,2023-06-02,False,0.0
TXN_00006689,CUST_001309,14.8,Home,Cash,2024-04-15,True,0.0
TXN_00006690,CUST_001309,16.77,Beauty,Credit Card,2023-12-18,True,0.0
TXN_00006691,CUST_001309,27.63,Clothing,Credit Card,2024-07-06,False,20.0
TXN_00006692,CUST_001309,22.51,Sports,Apple Pay,2024-08-27,False,0.0
TXN_00006693,CUST_001310,67.22,Clothing,PayPal,2024-10-09,True,0.0
TXN_00006694,CUST_001310,1558.54,Electronics,Cash,2024-02-01,True,0.0
TXN_00006695,CUST_001310,8.69,Books,Cash,2024-07-31,False,0.0
TXN_00006696,CUST_001310,8.19,Sports,PayPal,2023-08-21,False,0.0
TXN_00006697,CUST_001311,53.85,Home,Apple Pay,2023-09-21,True,0.0
TXN_00006698,CUST_001311,143.63,Electronics,Debit Card,2023-11-10,False,0.0
TXN_00006699,CUST_001311,239.91,Electronics,Apple Pay,2023-11-24,False,20.0
TXN_00006700,CUST_001311,28.09,Home,Debit Card,2024-07-09,True,0.0
TXN_00006701,CUST_001311,103.95,Electronics,Cash,2023-06-06,False,0.0
TXN_00006702,CUST_001312,14.77,Clothing,PayPal,2024-06-04,True,0.0
TXN_00006703,CUST_001312,16.15,Books,Apple Pay,2024-12-24,True,0.0
TXN_00006704,CUST_001312,20.56,Electronics,Debit Card,2023-12-02,True,0.0
TXN_00006705,CUST_001312,231.38,Electronics,Credit Card,2024-09-25,False,10.0
TXN_00006706,CUST_001312,107.0,Sports,PayPal,2024-07-08,True,0.0
TXN_00006707,CUST_001312,69.99,Electronics,PayPal,2023-01-18,False,0.0
TXN_00006708,CUST_001312,34.18,Beauty,Cash,2023-12-02,False,0.0
TXN_00006709,CUST_001312,165.11,Electronics,Credit Card,2023-08-19,False,0.0
TXN_00006710,CUST_001313,40.54,Books,PayPal,2024-03-06,False,0.0
TXN_00006711,CUST_001313,8.54,Home,PayPal,2024-11-11,True,0.0
TXN_00006712,CUST_001313,13.15,Clothing,PayPal,2024-06-10,False,5.0
TXN_00006713,CUST_001314,183.63,Electronics,Debit Card,2024-10-29,True,0.0
TXN_00006714,CUST_001314,407.06,Electronics,Credit Card,2023-04-09,False,0.0
TXN_00006715,CUST_001314,25.96,Home,PayPal,2023-02-23,True,
TXN_00006716,CUST_001314,15.09,Sports,PayPal,2024-04-23,True,0.0
TXN_00006717,CUST_001314,7.81,Food,Credit Card,2024-11-10,True,0.0
TXN_00006718,CUST_001314,7.11,Books,Debit Card,2024-06-18,True,
TXN_00006719,CUST_001314,17.7,Home,Apple Pay,2023-10-15,True,0.0
TXN_00006720,CUST_001314,39.48,Clothing,Debit Card,2024-08-18,False,20.0
TXN_00006721,CUST_001314,23.34,Books,Credit Card,2023-11-03,True,0.0
TXN_00006722,CUST_001314,118.06,Sports,PayPal,2024-02-27,True,0.0
TXN_00006723,CUST_001315,7.9,Home,Cash,2024-08-15,False,0.0
TXN_00006724,CUST_001315,93.1,Electronics,PayPal,2024-05-11,True,0.0
TXN_00006725,CUST_001316,35.96,Electronics,Cash,2023-10-24,False,0.0
TXN_00006726,CUST_001316,10.75,Home,Debit Card,2024-12-15,True,
TXN_00006727,CUST_001316,7.72,Sports,PayPal,2024-12-17,False,
TXN_00006728,CUST_001316,8.66,Electronics,Cash,2023-11-06,True,20.0
TXN_00006729,CUST_001316,30.05,Electronics,Debit Card,2023-10-12,False,0.0
TXN_00006730,CUST_001317,26.57,Books,Credit Card,2024-12-11,True,0.0
TXN_00006731,CUST_001317,21.37,Beauty,Apple Pay,2023-01-27,True,0.0
TXN_00006732,CUST_001317,16.04,Sports,Debit Card,2024-04-14,True,0.0
TXN_00006733,CUST_001318,5.0,Home,Debit Card,2024-12-01,False,15.0
TXN_00006734,CUST_001318,26.91,Sports,PayPal,2024-03-08,False,0.0
TXN_00006735,CUST_001319,30.52,Home,Cash,2024-08-23,True,15.0
TXN_00006736,CUST_001319,14.74,Electronics,Credit Card,2024-03-09,False,
TXN_00006737,CUST_001319,32.55,Home,Debit Card,2024-07-09,False,0.0
TXN_00006738,CUST_001319,140.79,Electronics,Cash,2023-07-17,False,0.0
TXN_00006739,CUST_001319,142.95,Electronics,PayPal,2024-04-04,False,0.0
TXN_00006740,CUST_001320,34.4,Clothing,Credit Card,2024-01-20,True,0.0
TXN_00006741,CUST_001320,19.15,Home,Debit Card,2023-09-17,False,15.0
TXN_00006742,CUST_001320,23.8,Beauty,PayPal,2024-03-05,False,0.0
TXN_00006743,CUST_001321,1081.35,Electronics,PayPal,2024-05-09,True,0.0
TXN_00006744,CUST_001321,227.48,Home,Debit Card,2023-12-06,False,0.0
TXN_00006745,CUST_001322,174.89,Electronics,Apple Pay,2023-05-15,True,0.0
TXN_00006746,CUST_001322,5.04,Beauty,Apple Pay,2023-05-24,True,0.0
TXN_00006747,CUST_001322,22.96,Food,Debit Card,2023-07-14,True,0.0
TXN_00006748,CUST_001322,69.27,Sports,Cash,2024-03-04,True,0.0
TXN_00006749,CUST_001322,5.0,Beauty,Apple Pay,2024-12-31,True,15.0
TXN_00006750,CUST_001322,16.78,Books,Cash,2024-08-22,True,0.0
TXN_00006751,CUST_001322,71.13,Home,Debit Card,2023-03-23,False,0.0
TXN_00006752,CUST_001322,10.9,Beauty,Debit Card,2023-09-04,True,0.0
TXN_00006753,CUST_001322,35.89,Clothing,Debit Card,2023-07-22,False,10.0
TXN_00006754,CUST_001322,29.42,Beauty,Apple Pay,2024-07-08,False,0.0
TXN_00006755,CUST_001322,33.71,Electronics,PayPal,2024-04-11,True,0.0
TXN_00006756,CUST_001323,13.64,Books,Cash,2024-01-17,True,0.0
TXN_00006757,CUST_001323,23.51,Food,Apple Pay,2023-06-22,False,0.0
TXN_00006758,CUST_001323,159.58,Clothing,Apple Pay,2024-04-06,True,0.0
TXN_00006759,CUST_001323,8.49,Clothing,Debit Card,2024-01-20,True,5.0
TXN_00006760,CUST_001323,100.59,Electronics,PayPal,2024-06-29,False,0.0
TXN_00006761,CUST_001323,8.82,Electronics,Debit Card,2024-08-28,False,0.0
TXN_00006762,CUST_001324,39.62,Clothing,Debit Card,2023-08-02,False,0.0
TXN_00006763,CUST_001324,612.29,Books,Apple Pay,2023-06-21,True,
TXN_00006764,CUST_001324,70.12,Clothing,Credit Card,2023-03-20,False,10.0
TXN_00006765,CUST_001324,27.05,Books,Debit Card,2024-02-19,True,0.0
TXN_00006766,CUST_001324,38.8,Home,Apple Pay,2023-01-30,True,0.0
TXN_00006767,CUST_001325,26.99,Home,Apple Pay,2023-09-12,True,0.0
TXN_00006768,CUST_001325,15.37,Electronics,PayPal,2024-12-19,False,0.0
TXN_00006769,CUST_001325,10.57,Books,Apple Pay,2024-12-07,True,0.0
TXN_00006770,CUST_001325,140.95,Clothing,Credit Card,2023-09-25,False,15.0
TXN_00006771,CUST_001325,87.84,Electronics,Debit Card,2024-05-18,True,0.0
TXN_00006772,CUST_001326,7.4,Electronics,Credit Card,2023-03-29,False,0.0
TXN_00006773,CUST_001326,383.78,Books,Credit Card,2024-02-22,False,0.0
TXN_00006774,CUST_001326,18.02,Home,Debit Card,2024-08-17,False,0.0
TXN_00006775,CUST_001326,13.79,Beauty,Cash,2023-08-31,False,15.0
TXN_00006776,CUST_001327,5.0,Sports,Debit Card,2023-10-17,False,0.0
TXN_00006777,CUST_001327,50.33,Clothing,Debit Card,2023-07-30,True,0.0
TXN_00006778,CUST_001327,19.24,Clothing,PayPal,2024-06-16,True,5.0
TXN_00006779,CUST_001327,657.77,Beauty,PayPal,2024-01-31,True,0.0
TXN_00006780,CUST_001327,946.86,Electronics,Cash,2024-01-03,False,0.0
TXN_00006781,CUST_001327,57.49,Home,Credit Card,2024-03-23,True,
TXN_00006782,CUST_001327,101.22,Clothing,Cash,2024-09-30,True,0.0
TXN_00006783,CUST_001328,28.64,Electronics,Cash,2024-12-22,True,0.0
TXN_00006784,CUST_001328,34.49,Beauty,Debit Card,2024-11-02,False,0.0
TXN_00006785,CUST_001328,39.31,Sports,Cash,2024-01-28,False,0.0
TXN_00006786,CUST_001328,60.26,Electronics,PayPal,2024-07-21,True,
TXN_00006787,CUST_001328,14.05,Books,PayPal,2024-03-07,False,0.0
TXN_00006788,CUST_001328,49.58,Electronics,Credit Card,2024-12-15,False,0.0
TXN_00006789,CUST_001328,20.76,Books,Cash,2024-07-18,False,0.0
TXN_00006790,CUST_001329,21.93,Sports,Credit Card,2024-02-20,False,0.0
TXN_00006791,CUST_001329,60.01,Electronics,Credit Card,2023-10-15,False,20.0
TXN_00006792,CUST_001329,5.0,Books,PayPal,2023-07-05,False,0.0
TXN_00006793,CUST_001329,25.89,Books,Cash,2024-08-01,False,0.0
TXN_00006794,CUST_001329,9.59,Books,Debit Card,2023-09-24,False,0.0
TXN_00006795,CUST_001330,11.82,Books,Credit Card,2023-01-09,True,0.0
TXN_00006796,CUST_001330,22.64,Clothing,Debit Card,2023-03-25,False,5.0
TXN_00006797,CUST_001330,7.73,Food,Credit Card,2024-04-27,False,0.0
TXN_00006798,CUST_001330,58.17,Home,PayPal,2023-07-12,False,0.0
